"Please tell me more about how UTI commercials are icky, so I won't forget to livetweet my next one in person. ",N
Today's roundup of pro-circ trolls: @cbpolis @AnimalRightsJen @ynkutner @DrJohnChisholm @monaeltahawy @hibowardere i2 ,N
RT @isocynic: I support whatever team buck supports truefan socceroos bodypositive ,N
"As Chip Kidd announces the readers & asks us to hold their applause, the audience cant hold it back for @GloriaSteinem poetry ",N
"@SirWilliamValen insulting, thinking you can make a switch like that. if it wasn't written for us, it wasn't for us ",N
"@Yaahnemba Have you ever thought that maybe ""blue jeans"" hates you? Not everyone in the world is made for each other. ",N
"Extinction of insects,dangerous herbs,gigolo services,religious fanaticism,fake BEERcans-Y Malaysia Radio&media FAIL2discuss? ",N
.@MyRainbowNinja @NotAllBhas This farm is fucking disgusting. ,N
WHO DO I GOTTA FUCK TO NEVER FEEL LIKE I GOTTA FUCK SOMEBODY? ,N
Why don't you love me Twitter ,N
Honoured to be followed by the truly inspirational @Kon__K founder of @ASRC1 realaustralianssaywelcome thethingsthatmatter ,N
@suicidaljac3 eat a pus or somethin lozer ,N
@amin86660132 @justsoshelby  Very nice work. I'm happy to hear your autistic friend is able to express himself this way ,N
WTF LITEraL FUCK AM I EVAN SSEING THIS THING ABOUT. ,N
"I take some solace in knowing that, at least, it means they don't know who that useless hack is... @thehiredmind  ",N
"Meredith giving Don crap was great,but HOLY CRAP PEGGY. No spoilers, but DAMN was it a great scene. Peggy MadMen ",N
"@StarSThomas Dear god, you are fat. ",N
@Awyee707 @TigerClaud You compared playing with dolls to a violent disposition. Two very different things. GamerGate ,N
I'm not sure my schadenfreudes can stand this much tickling. @MT8_9 @prettysing  ,N
Just give me the attention you never gave anyone else. ExtremeRules NepalEarthquake FreddieGray RHOAReunion ,N
"@vote4pedro___ she lied you idiot, it's a fact & the reason that you won't acknowledge those facts is also the reason why ",N
"@AnandDaranand am not stopping your FOE on ur own TL,if u notice;was encouraging u to post topics I'm interested in on my TL VAW ",N
@rsiereilly I've been pretty well. Enjoyed your response to ,N
@MrMikeCalta  Proud to say I don't listen to fat crossed eyed MJ ,N
"The only reason, I stopped at each entrance in walkingstreet is to have a LawOfAttraction viewpoint dailydevotional ",N
@james_WTF don't be saying these inconvenient truths. It might hurt the narrative. ,N
@bethany_jayneW its cool I got the greenlight I'm back on ur side ,N
The only thing ugly is the god damn opinions of the idiotic people who started this tag ,N
Lehi high school is my favorite school due to @cltnroberts ps yo gleaves hit me up  MondayMotivation WhatAreYouAfraidOf ,N
"Hey, all you prolife-ers, if Socrates was born mortal, and his mother thus doomed him to die, is she a murderer? ",N
@EmWallbank listen well I'm ready to tell about a need that I cannot deny hsmsong  ,N
people actually brag about how dank their shatter wax shit is on instagram pls kill me lol dabs wax 420 ,N
".@Rod_McCallum You're 55yrs out-of-date. I thought you could be more interesting, but you're just old news, bored now. Bye ",N
@foreigncorrespo I'm never bored. Ppl who easily get bored - like you profess to be - are generally boring. It's a weak wimp-out. ,N
The length of time I take in the bath directly relates to what's happening on Twitter MondayMotivation  Worlds2015 ,N
All I need in this life of sin is me and my girlfriend ,N
Saying AllLivesMatter instead of BlackLivesMatter is like saying equal rights for all instead of ,N
@Piddy_X @Nero @CYBERSTALIN It's an attempt at a @GodfreyElfwick parody. ProteinWorld BaltimoreRiots socialism ,N
"@mit5_anders To paraphrase Friedan, the more a drive is deprived of data, the more its data will expand to fill the space. 1960s ",N
@beeeatles is this list for real? Please god it better be a joke. No man or woman should ever pay attention to this shit. pissed ,N
Now Harry is arguing with Dead Girl's father about whose job it is to kill the RapeMurdering villain. Horns ,N
@sammikluber I'm just stating the facts ,N
.@cooImemegirl @TC_Stompa So what? It is a man's choice whether he wants to breast feed his children. ,N
.@brigadam @KlaraJoelsson The child could be seized for adoption to prolife couples or raised by mom alone - no $$. ,N
@carly_senatore Also im assuming you claim to be one...yet you just called me an idiot and you dont even know me. Nice. ,N
Today we watch the United States Supreme Court. ,N
@oakleyftgaga you should be nice to me anyways NicerInternet ,N
they opened a blenders in the vhs GIRLS bathroom today! TheMoreYouKnow ,N
"When real life gets controversial, scroll social media faster. BaltimoreRiots NepalEarthquake kyliejennerchallenge ",N
People who call themselves beautiful are really the ugliest. deep edgy Philosophy BaltimoreRiots Baltimore ,N
Hey guyz I'm talking about Baltimore *social issues* super smart super current events ,N
@MrRamsbottom @instruct @madebyreformat @studiodbd @luketonge I have to stop tweeting now cause @JoeWellMade wants his tea making. ,N
@POWSIMIAN does a vegan diet make you immortal? either way we're all gonna die ,N
FSURHET protip. MAYBE familiarize yourself with recent trending topics....Meninist BlackLivesMatter BaltimoreRiots ,F
"We teach the young rubbernormative messages about how they ""should"" use condoms, as if rawdogging is somehow wrong teamnocondom ",N
V! Can't wait to see you!  ,N
"Time to go hashtag crazy, then... Folklore UKTourism Britain Storytelling Myth Legend Equality Multicultural Folk ",N
@whenindoubtdo the trigger levels are over 9000 ,N
"@andybud_o The Mito Eve model does not explicit prove 1 ancestor, it narrows down similarities to a matter of a degree... ",N
Male rape is one of the most under-reported crimes; male rape survivors are among the most under-served crime victims. ,F
The statistics show that male victims of rape are more likely to be straight than gay. ,N
@Body_in_Mind SJWs prove that people are perfectly capable of acting against metaphysically given reality. gamergate ,N
Kwink884 thewtfmagazine gamers are fatophobes. ever notice there are no morbidly obese characters in video games? GamerGate Not... ,N
It's frustrating & awful that the only voices getting access to a wider audience are the voices of hate. ConfederateFlag race ,N
pls don't h8 me my last tweet was OBVIOUSLY a joke luv rightsforall ,N
were even is the clifford on a Virginia? stophidingit ,N
"@luisaomielan amazing show in Leicester tonight, best comedy show I've ever seen, incredible! upgradeyourself ",N
"I'll gladly accept my face on ""the least used of the most used bills"" NeverSatisfied ",N
"If the confederate flag offends you, good. Stop making things politicallycorrect ",N
"Everfetching: i wanna chat with a feminist, or a feminazi at the the moment. just to hear sides ya know?  feminist feminazi ",N
"Gender research helps to develop nursing research  theoretical frameworks, concepts and methodology. @genderanded research ",N
"I only ever see ""meritocracy is a myth"" being pushed by people with no skills trying to buddy-buddy their way to the top. Hmm. ",N
@_aimless the friend of my enemy is my pizza delivery guy. vegans blessed ,N
The problem with liberals' tolerance is that it is only extended to those who agree with them tcot ,N
The meaning of peace is the absence of opposition to socialism. GamerGate ,N
Recenter your world. Be the captain of your ship. The author of your life story. ,F
Keep the fight going for justice in all our communities LGBTRights BlackLivesMatter JusticeForMuslims HispanicGirlsUnited ,F
It's funny how the government wants to fix the gay problems but what about the straight people problems ,N
Mother and I were laughed at by first graders because mother threw a bug on me and we both screamed and ran away strongwomen ,N
@Natee909 @victoria_abii nah abi gonna get married to a rich white guy and gonna give me half of the money when they're divorced ,N
"@ProLifeAction nope, no more adultery now than 100 years ago or 600 years ago. Sorry facts don't fit your narrative. prochoice ",N
"@MeninistTweet why do white women pretend to ne black, lies aboit dad & family instead going to the mental hospital? ",N
"@arristotlee Thank you, progressive-minded pursuers of familial and societal Dystopia. Democrats Liberals ",N
Charlotte Church interviewing Pussy Riot at Glasto2015 fuckyeahglasto ,N
"Can't win for trying on @H1Z1game. Either ""trying too hard for help"" or ""only winning because of the guys."" Seriously, F off. ",N
WOW.  Why is gay marriage legal but LESBIAN marriage isn't?!  WHAT THE FUCK @POTUS FIX THIS NOW ,F
@70kha @scroll_in We can't pass judgements and offer advice on issues like hijab as if they belong to subaltern cultures.  ,N
RT @mrkrusader: @attorneybharti @TimesNow @ndtv @abpnewstv this is a typical example of misandry and Scrap498a 498a fakecases... ,N
"Even if I didn't love @taylorswift13's music, I'd still be a fan. She's a brilliant young woman. ",N
Pop quiz: Whats the greatest fear of the oppressor? humanrights BlackLivesMatter ,N
I don't buy a dress that I can't completely zip up and fasten on my own. ,N
"Watch colors code red now. It shows how a newly wedded wife con's the family. ,""con bride"" colors scrap498a ",N
Tumblr made me slightly transphobic and misogynistic. Tumblr ,F
@Tesco @TescoMedia @TescoFood Disgusted to see you were selling DVDs of 'Fifty Shades of Grey in your Chillingham Road branch ,N
@sass_unicorn lol! Young male children for ,N
Communists can relate to how we feel. communist faith karlmarx ,N
Sehri time seems to be turning into let's get my dad woke. racepolitics ableism Ramadan ,N
One gay one straight. one male One female. One friendship. Equality Friends ,F
"@fdGhtP54 @_Lemaign @kungfuman316 as I said, most friends I made of sex appeal to me, but I do what I must, FOR ",N
@E__Strobel @rsmccain @instapundit @CHSommers @CathyYoung63 @AsheSchow @mensrightsrdt @Anneeliz1 That's right. All sex is rape. ,N
Just watched Mad Max: Fury Road.  Amazing! Everything! And as a woman watching this film... Amazed. MadMaxFuryRoad ,N
Video games are a form of art. Censorship would be comparable to practices by fascist Germany during WWII. GamerGate ,N
@SilviuMajor your tweet has made it to the cast of towie mate ,N
i have autocorrect switched off smh i dnt need u im independent ,N
"Towie catchup, totally agree with ferne TOWIE ",N
@TrapLordAlec @Bold_Radicals 10 to realize this is all actually a symbol for ,N
@FCKH8 is the poster child for why identity politics suck. ,N
"People say I'm a bit young to be into politics. But honestly, I just stand for what I believe in. MarriageEquaility coexist ",F
@staacy_weedy @levithekid2 @alexaa_Mccune that is true I can't compete with you ,N
@AymieLouise1995 'look we can discuss sexism in survival situations when I get back' jurassicworld ,F
@ParnassusBooks1 any chance @QueSaraiSera will come to Nashville to discuss Dietland. Couldn't put that deliciousness down! plum ,N
At the WGSS Discussion Forum at alaac15. Love these librarians! fuckyeahlibrarians ,N
Or maybe I'm just cross because I'm hungry... hmmmm ,N
"@it_is_cancer @fat_tush categorizing homelessness as a ""job"". ",N
@DrEmilyGrossman @LiquideousSnake @FredvonsydowTW @ibbibby @CathyYoung63 @ZombieNeith  FEEL decides who get support.  ,N
@YMFROMTHEBLOCK YES girl you can put almost anything in that joint Islam ,N
WhoIsBurningBlackChurches is the latest racist hate mob tag. No surprise it's all BlackLivesMatter people. SJWLogic ,N
@Not_Jaewon_Kang lol Jaewon you are so good in the hood! We just like poetry over pressing issues ,N
Reading a mag that has endless pages about how to look on holiday but holidays are the time not to give a fuck. That's the point! ,N
"@shunter395 True, but it's in quotes, and I had to take the opportunity to promote ",N
The fact that Chris Brown is somehow still famous is why I need ,F
"@abbeysaurusrex_ C) the hell was that video? D) the guy spelled ""break"" wrong. E) if Megalodon is alive maybe it's a she Brewer ",N
@orange_kae a lot of people get indoctrinated in a movement by reading comments and articles. For example meinkamp. equality ,N
"@arieelrosee @nataliaxmoreno Well you are right, its pointless for you to try. Youre still an example of why there are ",N
"With or without this farmer's tan, I bang bare bitches MisogynistColloquialisms DontSayBitch ",A
RT @SteveOortcloud: My dream in life is to fuck a Canadian slut in her eye-socket.  YesAllWomen ThisFuckingGuy ,A
"'Half victims, half accomplices, like everyone else' Simone De Beavoir ",N
@chelss_21x love how it doesn't distract female teachers ,F
Feminists can TOTALLY wear makeup and don't tell me otherwise. choices ,A
"I searched for posts with ""feminist"" tag and saw how much hatred is against feminism. misogyny tumblr hatred sadness tears ",A
I saw a little girl wearing a mustache from the vending machine. equality ,A
"Women are taught to put their values into their hymens, rather than their intelligence, accomplishments, goals or character ",A
"If u link anti feminism with misogyny or inequality-lover, please dont reproduce! The world have enough imbeciles . ",A
Many feminist sexualise and objectify men and yet they insult men who does it calling them pervert ,A
Let us thank the likes of @thunderf00t and @Sargon_of_Akkad for exposing the complete idiocy of modern feminism. ,A
@kdeleon how many were young women? Were there any black young women? ,A
Feel things will truly be equal in marriage when I see jock strap tossed to the 'single women' a weddings alongside the garter ,A
A wOMAN?? Wanting to be EQUAL to a MAN???!?! What monstrosity is this?!??!!!? ,A
sometiimes you just feel like punching a feminist in the face ,A
One thing I learned from my job: doors to opportunity cover fee that only the privileged can afford. privilege truth ,A
1 thing I learned from my job: doors leading 2 opportunity have a cover fee only the privileged can afford sadtruth ,A
"Just like book-burning for ANGRY religious people, ANGRY feminists like to burn whatever looks like free speech. ",A
Independence Day is a day where men get wasted and dehumanize women by blowing off fireworks! endJuly4th ,A
"Husband: ""They should know that she's always born with it. It's never Maybelline."" beauty ",A
"@CaptHaddock83 oh, that's an easy one: RUN! spankafeminist ",A
"@verilymary @taylynneduvall no, men need a movement that will help them not hurt them ",A
The hypothesis of gender as a social construct is prevalent in majority of feminist ideas. Ergo most feminists are TERF. ,A
I can't write male characters because I'm a woman?  then a man shouldn't tell me what a woman can't do cos he's a man ,A
Turns out it's 3 people who have mansplained to me in the past couple of days. I forgot about the racist bigot ,A
You're stupid & mens rights is nothing - I love you Leslie Knope. @parksandrecnbc MRA mensrights lol ,A
Ask her father for her hand in marriage. How language reinforces patriarchy. She is his property. And mom? equality ,A
Can we grow up and stop catcalling? ,A
"just want to give my hair follicles a quick shoutout for giving me armpit hair, cos nout says equality quite like an unused razor ",A
Tonight I got called 'the one with the great rack' and I felt empowered because objectification exists for both sexes ,A
Girls over 130 pounds shouldn't wear a swim suit womenintech ,A
"@Chase_Santos and Hillary is going to keep it that way! Right, @HillaryClinton ? gayrights equality ",A
Feminists in America have no idea what oppress looks like ,A
"@WiTOpoli I hope everyone is going to see ""she's beautiful when she's angry""; see the origins of what you are doing ",A
Girls over 130 pounds shouldn't wear a bikini womenintech ,A
"Thanks to SJW, I now associate the word ""trigger"" with a joke and I'm going to offend an actual PTSD victim ",A
@ramzaruglia @a_man_in_yellow Just imagine all the semen those women are slurping in the bottom left pic YesAllWomen ,A
Girls are such animals. All they want is sex . I just want to be closer to God. ,A
I thought you would like it @AceofSpades14 feminist ,A
@nytimes @nytopinion this is more of a personal preference than a gender issue. Do nt strip manners away from younger generation! ,A
Julie Burchill dismissed male suicide as inconsequential because they are men. Her son killed himself this week - karma ,A
@always__already Thanks for the fantastic story last month. So well captured us! Can't believe we missed it! thisiswhatwelooklike ,A
Going off to write up second part of TimHunt story - the collusion & false reports of @connie_Stlouis et al in Seoul. journalism ,A
Internalized misogyny is awful! People who have conflicting opinions to my own should be dead because I'm an Authoritarian ,A
"DEAR FEMINISTS   Don't say you are ""disempowered"" when you have the power to get anybody fired, just like TimHunt. ",A
"Last RT: ""there were lawsuits around women being able to eat in public without chaperone""  USA  20th Century  ",A
In civilian clothes and someone laughs at me thinking its a joke that I'm apart of the U.S. Navy. ,A
Nice rap by @RanveerOfficial @arjunk26 late but you made your point ki admi ki kya hai jarorat its all about ,A
Ironic how the anti- feminist intimidation machine has drowned out the voices of those trying to civilly critique feminist ideas. ,A
"Apparently YesAllWomen who ""don't need no man"" never drive a car, turn on a light switch, or drink clean water. ",A
"Welp. I just saw the infamous Radfem ""Protests"" at a Toronto MRA speech for the first time. Disgusting. feminismiscruelty ",A
What's red and something all feminist should bite into? A brick now stfu ,A
"I can get women not being feminists,  sort of. But women being meninists/MRAs? What the actual fuck MRA ",A
"..Can I also add that I really enjoyed looking at @TahirRajBhasin in Mardaani :P Tahir, you were a dashing baddie! Bollywood ",A
As I rewatced Charmed episodes! LOVING IT EVEN MORE! ,A
We cannot succeed when half of us are held back. Malala Yousafzai SmartGlamour feminist yesallwomen equality ,A
"@Afshah_Ronaldo you don't tell me what to do, i'm a strong individual male, I can make my own choices ABCD SayNoToOppresion ",A
"Anyone got links to anti-feminist/egalitarian chotchkies? Pins, buttons and the like? antifeminism egalitarian ",A
"Equality is the police burying a domestic violence accusation against a female sports star, too wedidit usa ",A
2015 is the year of the uterus sheBELIEVES WWC2015 ,A
It wouldn't be a FIFA event without women in tight dresses. Wrong place. Wrong time. womensworldcup ,A
Too bad the women carrying the trophies look like they're in the Robert Palmer Video. FIFAWWCFinal USAvJPN ,A
Really great to see people cheering for Hope Solo even though she has been involved in domestic abuse equality ,A
@godlyputhy @jalexus_aames good but the first one is a technically false fact but whatever yay ,A
"Up next! Watch me get called ""a sexist pig"" for ordering a sandwich from a female Subway sandwich engineer. ",A
@SpectreOfChaos is trolling YesAllWomen. He is a stalker who has doxed  and harassed people for weeks. It is best to block him. ,A
@atheena99 @dopee_curlyy i don't even know what to say to that. You're content with being paid less and not treated like an equal? ,A
When I go up the steps of my house I feel like the @ussoccer_wnt .. I too have won the Women's World Cup. brokenlegprobs USA ,A
"If a woman can list height preferences for men in dating profiles, men should be able to list bra sizes. equality hypocrisy ",A
@coffey_cake4 @DailySexSupply too bad idgaf about ,A
"@mraguyot Yup, way more than I would ever buy, but hey, something for everybody.   antifeminism antiSJW MGTOW ",A
"Other people may hate feminists, but at least they don't hate the opposite sex.   feminist sexism ",A
Many feminist are praising hope solo!! She( domestic abuser) has become their idol!! ,A
"@alias_burgerboy @craigspissed @forthleft infanticide, child to parent abuse, sibling abuse, abuse against  males, LGBT DV ",A
Feminist only want the same benefiting right as men not those harmful ones eg prison time and divorce!! Equality??? ,A
"If Feminism wants equal rights as men  they must so advocate for equal prison time and losing custody rights, which they won't do! ",A
@RepubGirlLife But if I said this about how hot Hope Solo is..... Feminists would go ape shit screwfeminism ,A
"'Manspreading'? But women hog subway space, too ! doublestandards ",A
"I hate government, but if I were in government i'd want to be a District Attorney or a Judge to hold YesAllWomen accountable. ",A
"Ayyyy more hypocrisy: Hope Solo, serial domestic abuser is celebrated like a hero for winning the women's World Cup ",A
I still can not get over teamwork being considered female thing. It is not consistent with my experiences at all. ,A
"Feminists claim everything is a ""social construct"" because gender studies people usually suck at biology.  GamerGate ",A
Feminists who go for a gender studies degree should also blame the patriarchy for their mediocre grades in science. ,A
If you're a feminist it's only because absolutely no one would shove their semi hard cock into you. Let that sink in. ,A
"So the ladies get Magic Mike XXL, can us guys have Magic Michelle 36DD? No because the feminists would shut it down. ",A
"The define of feminism clearly states that it is for women and yet feminist still deny it-""it's for everyone""!! ",A
FEMINIST WHO TOOK PHOTOS OF MEN'S  CROTCHES SHOULD BE CHARGED.  MANSPREADING ,A
Evidence that modern feminism is stupid and pointless - Manspreading . ,A
Feminists: stop with the rape jokes! How do you think the women feel?!  Me: depends on how big it is  Meninist ,A
"Should start a ""menism"" movement. The amount of times people say ""you've got tidy handwriting for a guy"" is ridiculous ",A
Some Feminists are doing a huge disservice to rape victims by lying about numbers and supporting false accusations. ,A
"MARRIAGE for a man is MURDERAGE, That's right MURDER'RAGE! Women have ruined the trust of men, and destabilized their own future. ",A
It's incredibly easy to identify shitty females with a poor view on the world and what's important thanks to ,A
You think its hard to give birth? Bitch have u ever tried to shave a pair of balls? ,A
I like girls. They just need to know there place. ,A
"Remember men, if a woman hits you, you have no right to defend yourself DeAndreJohnson ",A
Does it involve women? It's sexist. Does it not involve women? It's sexist. No winning. ,A
fEminism?? eQual rights??? treating people like HUMANS??nono nooooiscruelty ,A
Women want to be treated as equals until they get hit after hitting a man first. BULL SHIT! MOTHA FUCK ,A
"If feminism was not a religion, feminists would not fervently reject all evidence they emotionally find blasphemous. ",A
"I thought this video on equality was interesting, contradictions and demonization about men in the agenda of passive and activist ",A
Evidence of the fossil record to creationists is the evidence against the wage gap to feminists.   GamerGate ,A
howtospotafeminist?  They are so sexually unattractive that even in a world of rapists they would always be safe. ,A
"Everyone quick, feminists are a minority now! lol ",A
Why isn't this Women also being Charged for attacking DeAndreJohnson first.DoubleStandards Sport NFL Abuse CorruptSystem ,A
When women spend too much time out of the kitchen they get over opinionated and think they know everything feminist ,A
"EEWWW! Drawing attention to women's health issues like breast, ovarian, and uterine cancer?!!? feminismiscruelty ",A
Helping getting laws for both patents to get paid maternity leave???!! WHEN WILL THIS MADNESS STOP?!?!?? feminismiscruelty ,A
@WALKAFLOCKKAA @kasscheeks @WeNeedFeminlsm they all acting like they lived through medieval times and shit ,A
So if a women earns money then it's HERS to KEEP??  feminismiscruelty ,A
Being a woman & being a feminist just means your not on your own side. ,A
"UGH I am SICK to DEATH of this whole bitches wanting ""equality"" thing like stfu u DUMB CUNT feminismiscruelty ",A
"Whine about how things aren't going your way, even though you're an adult. LikeAFeminist ",A
Not catering to a woman that doesn't bring = amount to the table as I do. equality  ,A
He who has authentic power pays the bill & she who has the feminist illusion of power demands the divorce settlement. ,A
Lol feminist don't complain about how men get less clothing options at stores. (When they say there for gender equality) ,A
Who said Feminists Standard is THE STANDARD of how a woman should be? ,A
"Sorry but if a YesAllWomen slapped me the way Mattie did in Humans, i'm slapping her back. You hit me, I hit back. ",A
"Religious ""what homosexual men find sexy is wrong""  Feminits ""what heterosexual men find sexy is wrong""  ",A
How to oppress a strong and independent woman? Sit in a certain way... manspreading ,A
The Dunhams would be the only reality show that would be a literal horror show. And the feminists would still watch it. ,A
If women didn't have tits would any of us even really care anymore? ,A
"@TarynOnthenews @NRO Very unnecessary, since 'no' doesn't always mean 'no', especially if she's drunk!  rapehumor ",A
The Hypocrisy of Feminism is integral part of the modern United Orwellian Kingdom.   GamerGate ,A
I'm flabbergasted that feminist are pointing out little things that No one gives a fuck about & cause am uproar ,A
"I'm trying to explain how its bad for men to but this feminist is calling me a liar, womanagainstfeminism wtf ",A
men need to stop going along with feminists. it's giving them reason to think they're right. ,A
"If a man wants abortion but the woman wants to keep it, why on earth should he pay for child support? doublestandards ",A
"The anti-gamergate people have behaved abominably, and have no moral ground from which to stand in judgement. gamergate  antiSJW ",A
What young woman doesn't want to be sugarbaby? It's far better than slaving away in a cubicle for nothing. sugardaddy ,A
@StacyLGage @mylittlepwnies3 because i need the whole world to validate my vagina ,A
@Lauren_Southern @PressForTruth @moen_tim spank them feminist fascists! SpankAFeminist  ,A
"girls: ""why don't boys like this go to my school"" boys: ""wish girls like this went to my school"" girls: unrealistic standards  ",A
"girl: *bikini photo* girls: slut Justin Bieber: *butt naked* girls: "" ""lemme see the front"" LOL BUT YOU'RE A FEMINIST ",A
"In the United States, when an unmarried man has a baby, his partner can give it up without his consent. Patriarchy ",A
Feminists grades in science class usually are as bad as the abysmal success rate of marriage.   GamerGate NotYourSh... ,A
@BOZARbrussels is this how @UN_Women sees genderequality ? Only women with arms like men ? stopmarriagebill fakecases @UN ,A
@shoe0nhead surely it needs both to be side by side? Looks like the woman is now in front. Is that not what u were worried about? ,A
The stupidity of feminists is fucking hilarious! sorrynotsorry ,A
Feminism is a hate group!! - anti fem Twitter user that does nothing but harass and spread hate. ,A
@caitlinwinner Ladies in front of men is equality apparently ,A
Inb4 feminists think that it's sexist that the King card is better then the Queen card and they try to change the rules of cards ,A
Feminist actually complained about the Facebook icon......... ,A
"Don't tell me what to do and what not to do. Now come here, let me tell you what a real man is.   hypocrites ",A
If men and women were equal I could sleep with multiple men and wouldn't be hoe. IAmAFeminist ,A
"DEAR FEMINISTS  Yes, we should teach men not to rape. Also, we should teach women not to murder their own children.  ",A
"RapeCulture is leaving your new/used car in the worst neighborhood, doors wide open & not to expect CarTheftCulture ",A
"The concept of RapeCulture is a puerile, intellectually dishonest glorification of a crime by feminists.  ",A
A fictional character been raped and abused oppress me. Censor pls!! thisoppresseswomen  ,A
Just wrote my blog to help @CalAlimony pass a vital law that ends alimony. Posting soon. Divorce leanin ,A
"Religions give its members an identity & without it, they cannot function. Feminists cannot function without feminism. ",A
"Feminists, SJWs and other authoritarian Marxists = slimy f**ks bent on world domination. Just gotta say it. ",A
women can be sexist toward men. think all men are pigs? you're sexist. you can't fight oppression with this. ,A
"Now, I understand your a feminist and think that's adorable, but this grow up time and I'm the man here so run along. ",A
Just want gender politics to be over.  My brain hurts. genderequity patriarchy MRA ,A
omg @KeyAndPeele you are fcking KILLING IT! piratesong womenaredoctorstoo hoeisdisrespectful ,A
Been watching a lot of feminist videos in YouTube an all I can say is Are these women for real ?!?! ,A
RT @LouiseMensch: Emma Psychowicz   He was cleared. EmmaSulkowitz PaulNungesser justice fauxminism ,A
Don't GiveYourMoneyToWomen. Instead feed a cat or a dog. The animal will like you and show some gratitude.   ,A
@N4G that's what she gets for not knowing her place KnowYourPlaceWomen   FreeSpeech ,A
"Women are murder, abused, raped and etc but what is apparently more important for feminism are freethenippple and Manspreading . ",A
"I always enjoy being called a slut, or a bitch by feminists for my opinions. AntiFeminism  ",A
"Hugo Schwyzer, Jian Gomeshi, both prominent male feminists, both abusers of women sjw GamerGate ",A
yesallwomen are always unstoppable if they whine whine whine to get their way likeagirl  GamerGate  HoneyBadger ,A
yesallwomen are always unstoppable if they cry to get their way likeagirl   GamerGate    ,A
"if those feminists come to their senses about equality, they will be calling themselves equalist. @MeninistTweet ",A
@ChaseStraight Wat is gaems? Like candy crush saga? girlgamzers wat ,A
"@CollegeFix @WashTimes Please notice that ""Victims Advocates""were filing friend of the court briefs. repealVAWA N destroy ",A
"If your shampoo has more shit in it, you have to pay more. The pink tax is a farse. pinktax ",A
