1118566278522910000,"""While the situation has almost certainly improved, even in the last 18 months since the popularisation of the #MeToo movement, there are still a number of steps that workplaces need to take to improve their working culture."" @hephzipemberton 
#EqualityGroup #Diversity #Inclusion https://t.co/558Zv1ji3W",M,F
1118572435220120000,What a slap in the face to the  #MeToo movement. https://t.co/e8UO7mUDfb,F,N
1118591255708100000,"I’m watching Beverly Hills, 90210 (on season 4 so no spoilers) and I can’t believe how many issues they cover that are still so controversial and prevalent today. Gun control. #MeToo  movement. Everything is so topical, not dated at all. We haven’t made that much progress.",F,F
1118601036711830000,Still waiting for @Rialisms to prove me wrong about how she isn’t giving a bad rep to the #metoo movement https://t.co/lIQbKh2mY6,F,N
1118604106321550000,I totally get why Christine Blasey Ford made it into the #Time100. She had a lot of influence in killing the #MeToo movement.,F,N
1118606811840560000,"Dramatic rise in suicides amongst men of all ages, especially our youth.

In this day and age of the #metoo movement men are having to re-examine who they are, what their purpose is and how they can serve the... https://t.co/okKHjLIuh1",M,N
1118627118240480000,It's crazy @Sony is like this with @PlayStation as the #metoo movement is full of cosplayers showing there tits &amp; ass everywhere  selling sexy photos while still complaining about how women are depicted in video games uh honey if that stops you won't have cosplays to do you idiot https://t.co/ECSH6xWwf4,F,A
1118629957062680000,The #metoo movement ended the instant that Tiger sunk that last ball to win the title.,F,N
1118633898261370000,"""It would be awful if one of the unintended consequences of the #metoo movement is that employers are now so paranoid of being sued, they’re quietly blackballing the victims who had the strength and courage to stand up for themselves.""  https://t.co/w1uAoTLBuX",F,N
1118639804219110000,The same magazine that named the women of the #MeToo movement as its person of the year. How do you list Dr. Christine Blasey Ford and Brett Kavanaugh on the same list? #TIME100 https://t.co/z0CJwYPMaB,F,F
1118661968666270000,"“When something happens—even wars—it’s over. This will never be over. This is a point in #culture, in #society—no person can come out of the last year and treat people the same way.” —@CBS's Susan Zirinsky on the #MeToo movement. https://t.co/4UGW4Zqik5",M,N
1118665483434300000,The #MeToo movement is about accountability both for sexual harassers AND for institutions and leaders who enable them. The Maricopa County Attorney’s Office has failed on both fronts. Bill Montgomery must resign. #NoMoreMontgomery #AZWomenDeserveBetter https://t.co/x3lO0b3FdZ,F,F
1118673948592550000,When your absolute garbage-on-fire family members make fun of the millions of survivors of the #metoo movement https://t.co/xmTPyXfprh,F,F
1118682582487590000,This is exactly how the #MeToo movement lost so much credibility last year. https://t.co/cN2LVZZJ9W,M,N
1118712245217890000,Can confirm that the #metoo movement has yet to reach the gays of the service industry,M,N
1118737495057820000,#metoo at times I wonder if a meetoo type of a movement is possible against corruption also in India. Anyone reading this tweet please spread the message. Corruption is a deep scourge that plagues our society. Join the campaign. https://t.co/sS41m1P4VY,F,F
1118750679554760000,"As for the #MeToo era and what society believes it has become. 

Due to the patriarchy and its influence on our society, I believe many people consider the #MeToo movement to be TOO MUCH. Too many. Too honest. Too... https://t.co/t3eobRpIBH",F,F
1118759546955140000,"Go away @LucyFlores. The #metoo⁠ ⁠ movement is so much more than you and your political opinions. Stop acting like you speak for everyone. Your 15 mins of fame is up. Bye Felicia! 
#feelthebern",F,F
1118781236984600000,Appalling. In case we needed another reminder that the #MeToo movement needs to be truly global https://t.co/4wuyVR2wPn,F,F
1118799096184230000,My last blog was so hard for me to type but even harder to publish. Letting that huge part of myself out into the world is scary but freeing. I was so afraid during the #metoo movement to come out about my experiences but the power of others helped me to do this now. ❤️,F,F
1118828956587830000,"Respecting female boundaries seems to be a great challenge nowadays, especially when the legal def. of sex is contested worldwide. I'm no fan of some outcomes the #MeToo movement has unleashed in the West but there're fundamental issues we need to act on.
https://t.co/mUh720d64r",F,N
1118829336994300000,"If you question the legitimacy of claims made in the #MeToo movement, this story shows the severe consequences of reporting abuse! This is why it takes many years for victims to have the courage to speak up, if ever! https://t.co/6fGimsUer4",M,F
1118863972734840000,DISGUSTED @SenSanders how YOU &amp; main stream media have worked tirelessly to portray #MeToo merely as a sexual harassment &amp; women's rights movement. Isn't issue of abuse of power in the work place SO MUCH LARGER? #HouseCatAsks @DNC @GOP KAT @SenWhitehouse DH @cindymccain #1KAT https://t.co/7ENMRwGTIc,M,F
1118880344051200000,"The @cpsuk should be basing things on reality, not perpetuallting rape myths that enable perpetrators. And do say that women are empowered to report by the #metoo movement. The #metoo movement is a result of our lack of faith in the justice system!! https://t.co/n7pOmR8Wrt",F,F
1118886308351490000,"Mikayla Edris, Women’s Soccer

“I believe the biggest platform to reach people on sexual assault prevention is social media. The #METOO movement has done a good job bringing awareness to this topic”

#NCAAStudentAthleteInAction https://t.co/VD3L5JeTt1",F,F
1118888152079450000,"#metoo hasn’t penetrated into A LOT of spaces. I tried 2 explain why #muteRkelly was a movement 2 some teens &amp; in their neighborhood predatory behavior is normal, expected &amp; encouraged. The girls couldn’t fathom a place where a 14yr old wasn’t completely responsible 4 her safety. https://t.co/lf9se4wyhi",F,F
1118892028883100000,"the #metoo movement is important, but also: 
exhausting, exacting, 
a gendered endurance test i have to remind myself i'm taking
every night before bed, more nightmares (new ones - who knew
there could still be new ones!), unkind,
un-loving, ""truth hurts"", un-quiet - Pray!",M,F
1118905821625240000,Help support the #MeToo movement and share your sexual harassment/ rape story with others for support. We are all in this together!! Use the hashtag and spread love.,M,F
1118906527937700000,#MeToo history: This movement was started by Tarana Burke in 2006 to give a safe space for women who are being treated wrong to share their story and get support. The word really got out when Alyssa Milano used the hashtag on twitter one day. From then on it went viral!!,M,N
1118907297512800000,"More than a year after the #MeToo movement went mainstream, progress is apparent, but what does the legal landscape look like for survivors demanding justice, and the advocates fighting for them? https://t.co/kHUr5vw7Li",F,N
1118910813970920000,"The #MeToo movement has grown into creating and structuring real change in the workplace. Smart business owners will be prepared to respond to and work with #MeToo in order to implement much-needed redevelopment of policies. 
https://t.co/4ZLLxD7rp5",F,F
1118915532508370000,"I spoke up. didn’t sue. Didn’t get a dime. Didn’t join class action suites. Didn’t benefit in any way from telling my story. Yet while searching for a job I’m told “you make people nervous.”
Unfortunately this is the fallout of the #MeToo movement  https://t.co/BtZG6VInJt",F,F
1118928026077550000,"ok but a witch hunt was a sexist movement that stemmed from desire to control women... Trump has used “witch hunt” to describe the #MeToo movement. let’s not use that phrase because this is an investigation on basis, not irrational/sexist fear. https://t.co/QRx9uiZBje",F,F
1118933440336890000,"CAN-International #metoo moment, that caused a suicide

""This was a movement for a fairer, safer world. Yet eager recruits found themselves in an unjust, hostile workplace, with no protection.""

https://t.co/URaRaXrOrs",F,N
1118938892390940000,"So the #metoo movement is really just a ploy to grab power via the #victimcard Case in point, it recently came out that Cardi B drugged, robbed and might have even raped 1 victim and she is still free to carry on in her career. Even @CNBC is cool with her https://t.co/HHXmkypPKY",M,A
1118948856215920000,"Aunt posted an article about the ""War [against] men."" [vomit emoji] Paraphrased from the article: ""Sure the #metoo movement exposed a lot of horrible acts, but what about the men who are the casualties of this whole thing""",M,F
1118950727244760000,"Whatever you think about #MeToo, the very worst of that movement is much better than this https://t.co/v88h2siLds",M,F
1118952572952420000,"The #MeToo movement has created a ""safe enviroment"" for more girls to come forward and speak about things that they experienced as teenagers. Read some great tips on how to handle a conversation with your child if they step forward making a #metoo claim. https://t.co/2oL3EKbF9r https://t.co/lrZLCIoK4b",F,F
1118955090755370000,"As someone who has no choice but to be part of the #MeToo movement, stop being such fucking dumbasses and think about how this looks to other kids who want to say the same. You've harangued and abused me the same as my oppressors. Fuck you, pay me.",F,N
1118957463825530000,"The #metoo movement fucked up every thing for lazy whores like me,a quick nut and poof I'm a star.... https://t.co/5MSLmGWnwl",F,A
1118982230611760000,"Found it heartening post the #metoo movement to learn of on set ""intimacy co-ordinators"" today. Choreographing intimate scenes, safeguarding all parties involved and helping to keep the boundary between the personal and professional.  https://t.co/6vxZO12R8f",F,F
1118982699723690000,All they care about is the movement that’s it ! They have a strong loyalty  an investment a so called pledge slash sacrifice to this movement called #metoo and #TimesUp that they will lie and set people up to make themselves stronger,M,N
1118990629508460000,"Is the #MeToo movement a joke?

https://t.co/iE9TdkHoZa",M,N
1118994008934630000,They were busy doing things that finally promoted the #MeToo movement. https://t.co/YhRyago6q9,M,F
1119003765607220000,I’ve spent a lot of time this semester studying (and teaching) the Civil Rights Movement and it makes me wonder how future historians will look at the #MeToo Movement,F,N
1119006175239050000,sick to my stomach this needs as much outrage as the rest of the #MeToo movement https://t.co/9EKD5p5aea,F,F
1119023608700000000,So when people say #metoo movement isn't important and women's rights shouldn't be at the forefront of #GlobalGoals this is why! This is heartbreaking.. https://t.co/0muc5fjfSp,F,F
1119030919434780000,"Men shouldn’t think about the #metoo movement like “I’m so scared that I’m going to be wrongly accused of something.” Instead they should think about it like “I didn’t realize there were things that men do that make women uncomfortable. Now I know, and I won’t do those things.”",F,F
1119032595004780000,“There’s a place in the movement for both women and men.” #metoo #metooHBCU,M,F
1119032645432820000,Of course!! This asshole gets no scrutiny from the media &amp; no coverage!! They're using #MichaelJackson as a scapegoat for #meToo movement in place of the real predators.. I don't see @GayleKing &amp; @Oprah interviewing him!!?? #muteoprah #LeavingNeverlandLies https://t.co/Qurun9K44q,F,F
1119039178623210000,"Don’t ever take women’s rights for granted. The #MeToo movement must work on an International level, someway, somehow. https://t.co/ubX64t7LSX",M,F
1119041145026360000,this is exactly why I have a zero sympathy for these certain women and #metoo fake movement...  not all women are bad it's just the select few that ruin it for all. https://t.co/KIemrNE8eR,M,A
1119048654759900000,The Muslim #MeToo movement hasn't gained as much traction yet. Keep trying ladies! https://t.co/QSlQYlNIrG,F,F
1119051688290090000,It’s not that I don’t understand why this happens it’s that it happens I can’t digest. A young girl set on fire for speaking up about sexual assault by headmaster. I blame men but also woman in #metoo movement who didn’t make space for girls like Nusrat.  https://t.co/VMrneZclB2,F,F
1119052405113530000,Are we really supposed to under go a transition of our social norms as men due to the #metoo movement and modern feminism?,F,A
1119070925079630000,"The #metoo movement is a product of @HillaryClinton first crying and losing to @BarackObama, then doubling down with a loss to @realDonaldTrump because her email server went missing. Women had to do something about it. #NotMe",M,A
1119075065604110000,And people wonder why we need a #metoo movement 😢 https://t.co/X2GB1XudWO,F,F
1119075422380140000,"Women in the lowest paid jobs to the highest paid jobs have been retaliated against &amp; ""blacklisted."" This is not a new practice &amp; the #MeToo movement is certainly not at fault. The fault is squarely on those who violate the law- so should be the blame &amp; consequences. Read more: https://t.co/5VJbc5LvmA",F,F
1119083105371900000,"“The #MeToo movement ruined careers”.

I just want to send this tweet back in time to every single asshole who said the above to me, along with a short personal note: 

“fuck ALL the way off all over again, motherfucker”. 

THEN point and laugh at their Stupid. Once again. https://t.co/Col7igXKmZ",F,F
1119106484548160000,To get likes just tweet trends like #metoo and #ClimateChange. Its like joining the bandwagon though. #ASIC allows investment banks like #UBS to rob billions off us through the manipulation of share prices. We need another movement #ausbiz #auspol #Ausvotes #michaelwestbiz #AFR,M,N
1119126527780610000,Tony Stark would have been destroyed by the #MeToo movement tbh #IronMan #MCUMarathon,M,N
1119136199023580000,Well Sadhvi is trying to say that Priyanka should continue to do work with the people who misbehaved with her and the organization supports the goon instead of her. So much for #MeToo movement. https://t.co/d3CwtXz3ik,F,N
1119137136437900000,"""I reiterate that I am extremely sensitive to the #MeToo movement. But when circumstances are beyond me, I don't see why an attempt is being made to `single' me out as being insensitive.” says @ajaydevgn on working with #AlokNath in #DeDePyaarDe: https://t.co/JqzRYfNK1I https://t.co/8Yt1KNq64e",F,N
1119146560183390000,"What is disgusting it to see these feminists from #metoo movement approving the mockumentary ""Leaving Neverland"" even thought it is already debunked many times. What you wish to do is sending an innocent man to jail, shame on you.",F,A
1119164160489580000,this is why the #MeToo movement is so important https://t.co/RSIspubeWZ,M,F
1119168889949230000,Where is the #metoo movement now?................crickets. https://t.co/0R2IctInP1,M,N
1119187291929500000,"Oh dear Oh dear. 007 is dead. James Bond is being reshaped for the feminist #metoo movement. The first issue they are going to tackle is his womanizing. Hold on a minute, did they jump into bed with him too. Was he not supposed to be irresistible to women #notmydoctor",M,A
1119199985621450000,"Much of World History is a footnote to the Adam and Eve story. 

Women for eons have been manipulative, dishonest, crazy. Witness the #MeToo movement and Kavanaugh hearings.

Should Women pass mental health/ethics testing to vote and hold office? 

I say Yes.

#FreeSpeechFriday",M,A
1119209212024890000,This week’s #FeministFriday features founder of the #MeToo movement #TaranaBurke. Burke began using the phrase to raise awareness about the prevalence of sexual abuse in society. The movement has become a space where survivors can regain their power and find community #MeToo https://t.co/Z3Q2QENkUp,F,F
1119209215741110000,"#MeToo is a #movement that has touched many women, today I'm gathering strenght to #TellTheTruth and be free of this part of my life. 
#bloggerstribe #today #MyStoryMatters #blogger #newblog #MeToo https://t.co/jyuJSHC7DX",M,F
1119218133867410000,"With advent of the #MeToo movement , there should be no statue of limitations on sexual abuse, sexual harassment and rape, hate crimes or the denial of ones freedom under the law. https://t.co/CbX9Kw7Ssi",M,F
1119224151523370000,"Just saying if you’re willing to post something about women’s rights and the #metoo movement, you better fucking back it up in person. Do not claim to support girls when all you do is tear them down.",F,F
1119233650825070000,"For those who try to discredit the #metoo movement, the inklings of your ignorance empower the hatred behind atrocities like this one. #RIP https://t.co/fuLYKNQMmb",M,F
1119243654722280000,Absolutely disgusted and so sad that this happened. More reason the #MeToo movement is so important! https://t.co/ipjl3q6Hp9,F,F
1119246606270810000,The most refreshing thing about reading @halseanderson’s interviews about SHOUT is that she always gives credit to @TaranaBurke for starting the #MeToo movement when it’s mentioned and that’s just... so nice and not done often enough,F,F
1119246715952010000,"If there are some women who are a fan of the #MeToo movement, this is the biggest challenge yet. 

May her soul rest in peace for doing the right thing. She doesnt deserve this. https://t.co/PObKz2lhjq",M,N
1119249764648940000,"#MeToo When does the #MuteDrDre movement begin? He’s a serial abuser whose gone on to make billions after this public violent assault and offered a weak ass apology YEARS later &amp; ended Dee Barnes’ career.
https://t.co/rRS1vUWnsZ",F,N
1119257206950470000,Those supporting the #metoo movement have let down Sadhvi Pragra  @SadhviPragya19,F,A
1119272092304910000,"Yeah and we saw that a lot lately due to the #metoo movement. And not only pouring hatred, but some women will blame the victim #victimblaming #sisterhood  #Youthtakeover #womenforwomen #WomenSupportingWomen #hersuccessisnotmyfailure #girlove https://t.co/KLdRGdcZ1Y",M,N
1119277560976890000,"This ""pound me too"" movement is losing credibility everyday.  It is becoming nothing but a weapon for the progressive left.  #metoo",M,F
1119293731096680000,"In #MeToo movement, fake feminists forced us to believe 20-30 years old stories &amp; demanded to completely destroy the credibility/career of the accused &amp; almost make that person as an untouchable without any evidence, but Sadhvi doesn’t have the right to even curse her abuser?",F,A
1119293738889530000,one more thing i just wish ppl would REALIZE the men r trash movement is basically the #metoo movement so get that thru ur thick ass skulls,F,N
1119297833243380000,"Daily reminder that #metoo  movement leader @SenGillibrand made millions as a partner of Boies Schiller &amp; Flexner, the democrat law firm that enabled Harvey Weinstein &amp; hired thugs to terrorize and silence his victims. That law firm is one of her biggest donors. https://t.co/U3M4AQko3W",M,F
1119298779969090000,12.2: A big example (and important one for me- as a woman) is the #metoo movement. This one is huge on many social media platforms and has really helped connect/empower women all around the world #GNED1411,F,F
1119305169282440000,"The #MeToo movement has sparked important conversations about holding abusers accountable—but to fight sexual violence in the long run, we have to do a better job of teaching students about the importance of affirmative, enthusiastic consent. #YesMeansYes https://t.co/sg85fnMukh",F,F
1119332838510170000,That you compare the #MeToo movement to politics &amp; politicking is sickening. Makes me feel sick. Nothing ‘true’ in that comparison; a false equivalence. https://t.co/adox6XxJjQ,F,F
1119342959906970000,I’m all for the #MeToo movement and all the women empowerment groups but I definitely feel like some women are taking advantage of it since it’s being taking so seriously these days,F,F
1119354513578530000,"#day19 of #30daysofSAAM 

When I'm at events, I usually have a person or two who think the movement has gone too far. Or the lives of innocent young men will be ruined now that #metoo is… https://t.co/QSFgHMyB5l",M,N
1119368729626910000,"If Zi agree with someone, Zi say ""me as well"" to respect the #MeToo movement.",F,N
1119378961534990000,"In fairness, the whole #MeToo movement started with him and he’s gotten zero recognition for that 🙄 🐖 https://t.co/N5Hqdw9vEH",F,N
1119381174885870000,"I guess that #MeToo movement isn't going well in Muslim Countries.

The religion of tolerance and peace strikes again!!!!

Muslim Woman Burned to Death for Reporting Sexual Assault | Breitbart https://t.co/9BiwX3qJdI via @BreitbartNews",F,N
1119388488263260000,"#SusanCollins is the same dipshit that gave an egoistic sadistic speech that was in favor of an abusive attempted rapist at the height of the #MeToo movement. Her legacy and the soon to be lifetime movie about her life should be called, ""UNFLATTERING: The Susan Collins Story!!!!""",F,F
1119400296092980000,"1/2 After the MeToo movement:
A poll conducted by Plan International Canada, “28% percent of Canadian girls and young woman said #MeToo has made them hopeful about gender equality in the future and-
#MCSSsocialscientists
https://t.co/rIppPhUUD9",F,F
1119414569351430000,In the age of the #MeToo movement we have a problem in our society with hands. Think abt all the times God wanted to touch Jesus on the road to Calvary but God didn’t until Jesus gave verbal consent. 🤯 Nobody but @Brendasgtababy comes up w/that. #issaWord 🔥 Proud friend here! https://t.co/n8XlMdkFWM,F,F
1119415545462270000,Not a word by the #metoo movement and candle light gang !!! @IndiaToday @ndtv @sunetrac @_sabanaqvi https://t.co/lqcbxqsjLe,F,N
1119425959730580000,"All over the world, women are taking the initiative and letting their voices be heard. In this day of the #MeToo movement, this book, Power Up, Super Women, is an awesome compliment to the philosophy 
https://t.co/THkH594ZdP #powerupsuperwoman https://t.co/WFVstZITP7",F,F
1119441135082940000,I guess the #MeToo movement doesn't survive the Apocalypse. #BMovieManiacs,M,N
1119442874234490000,Mueller investigating was a hoax. Global warming is a hoax. Me to movement is biased to Rebuplicans. When is ppl gonna realize it’s the Democratic Party that is lying to the American ppl. #Russianhoax #GlobalWarming #MeToo,M,A
1119451085318410000,"If @HinduSannyasin is saying about the tourter in the jail, trust Her, coz A women unnecessarily ll never say about Her physical tourter in public. Coz C z a women first then any leader or any one else. #MeToo",F,N
1119463496553340000,#MeToo is a cheap publicity movement and a weapon to settle old score. #Metooindia is controlled by certain partial people who wants everyone to follow their direction or else get ready to label as anti MeToo.,F,A
1119466974566760000,"I heard they arrested Jabba the Hut yesterday for ""inappropriate touching"" throughout his lengthy career. Now the #R2 #metoo movement really has gone too far.",M,N
1119467986207880000,"https://t.co/IVU8Q7yz8h

Is this the ""summum illud"" of the #MeToo movement in India

Finally the snake of #misandry  reaches the highest echelons of power 

#FeministMafia will now demand a HUGE ransom 

#feminismiscancer",F,A
1119476140316340000,This country needs much more than #Metoo movement.Such men should be sacked and banned from their work and social environment #shame https://t.co/vg47svfRbW,M,F
1119476816937410000,"When it came to #metoo, women’s word was sacrosanct &amp; the named man was a bastard. However when another women blames a cop for torturing, she is wrong because she is from @BJP4India. Just because that cop died on duty, he could not be wrong. @BDUTT @tavleen_singh @Sadhvi_PragyaS",F,N
1119478476178780000,"Serious allegations indeed. Hope, there will be an impartial investigation on this case. Huge respect to CJI for his remarkable judgements on many sensitive cases. Hope, there are no evil forces behind to malign him and the institution at a crucial time. Iam with #metoo movement",F,F
1119479368642900000,Now where are #MeToo movement supporters like ⁦@TanushreeDutta⁩ ⁦@ReallySwara⁩ ⁦@KareenaOnline⁩ ⁦⁦@sonamakapoor⁩ . Will be keep shouting as done for ⁦@mjakbar⁩ or all movement is politically motivated  https://t.co/UAY9pmknWL,F,N
1119479474402340000,"Where is the #MeToo movement hiding? 
@BDUTT  isn't this a good topic to discuss at your next show?
@ReallySwara wouldn't this be a great topic of discussion for 'Judcial Killing"" gang?
#UrbanNaxals worried that one of their own is in the docs? https://t.co/HwXXhOn9JM",F,N
1119479722650400000,"Will be interesting to see how this movement #metoo #Metooindia goes now which has already claimed the lives and reputation of a lot of men. #CJI Gogoi case will be interesting. But, it might give power to sexual harassers too if not dealt properly",M,N
1119485108841370000,Moral of story from Chief Justice of India's case is that don't give bear hugs to women colleagues as anyone of them can say #metoo as per her convenience.,F,A
1119486480269890000,Sony is reportedly changing its standards for sexual content in new PlayStation games in response to the #MeToo movement and livestreaming https://t.co/Igo3w2nBUv,F,N
1119486481008030000,"The incident in question allegedly took place when India's #MeToo movement was peaking. How do we expect Indian courts to dispense justice in sexual harrassment cases when this is their reaction to allegations against their own? 
This is such BS https://t.co/niGuEqr9Td",F,N
1119486920998960000,"And suddenly #MeToo will be trending again
false stories has made such a sensitive issue a joke
And it is the false stories by some of the WOMEN themselves who have misused this issue
Is it only for elite women? and not for women like #SadhviPragya ?",F,N
1119487496201490000,"#MeToo against CJI. Will he be barred frm his services until he's proven not guilty? if nt, thn SupremeCourt shld punish thes women shaming others using MSM &amp; SM

Chief Justice of India sexually harassed me, says former SC staffer in affidavit to 22 judges https://t.co/zXxze8bQv0 https://t.co/72quqUZOZf",F,N
1119487800213160000,"A very important publication by @TRF about 10 most dangerous contries for women. #India No1 #SaoudiArabia No5, #USA No10. Just show that too much womens are still victime of violence just because there gender... MUST change #Women #violence #metoo
https://t.co/yrbDlE5q97",M,F
1119487870308360000,The alleged incident involving the CJI happened during the peak of the #MeToo movement in India. https://t.co/xb72bBSuuv,M,N
1119488208264250000,"""I think this movement (#MeToo) is very much about survivors speaking out, telling their stories and their experiences of sexual harassment and misconduct..."" - @ken_kwek_film, Playwright. https://t.co/x8QF1qvK0E",F,F
1119489994501040000,"Since #MeToo is trending on Twitter, women in India bear no social responsibility unless at least one of them accuses me of winking 😉 at her on Social Media.",F,N
1119492645171150000,all those who were mentioned during Me too  movement were made to resign from their post or made to sit at home How CJI should be different? in this  #MeToo,F,N
1119493193098120000,&amp; Finally #metoo movement reach out to #Judiciary Ex #SupremeCourt court staffer has alleged that CJI #RanjanGogoi  made sexual advances in her at his residence office. But the #CJI #RanjanGogoi denies the allegations in the #SpecialHearing https://t.co/M5XhOWdYge,F,F
1119495782342780000,Does anyone else feel like still piping up about how important due process is in the #MeToo movement? https://t.co/ZSkjyzkNRv,M,N
1119496968055600000,"We are live in that country where any verbal statement by women can term man a molester/rapist.

#MeToo #CJI",F,A
1119499805162600000,First policeMan touched sadhvi ji now Judge touching women #MeToo,F,N
1119501767337820000,"There shouldn't be a media trial for #metoo or any other of the moment movement or issue. Not for the CJI, nor for anyone. Journalists are not competent, controlled and uncompromised, and nor is the public.",F,N
1119502719738190000,"Its obvious that the #MeToo movement was initiated to ""fix"" a few inconvenient people like @mjakbar and @aloknath. Its common sense to not believe in the movement anymore. Well played feminists. https://t.co/0KnFiA9zUy",F,A
1119506052247110000,"#MeToo I strongly feel #MeToo  ‘s future in India will be based on this case’s outcome.If it’s true, it will gain strength or if it’s proven fake, that’s the end of this movement in India.Time &amp; again life becomes easy for someone who is throwing shit at someone &amp; stays in dark.",F,N
1119510934303790000,"Me, after reading: https://t.co/vFcaDc0cEZ

How dare you Sony. How. Dare you misappropriate the #MeToo movement because you’re afraid “the company could become a target of legal and social action”. You could give less of a shit about actual people who have suffered.

Fuck you.",M,F
1119513432909320000,"Before rash of rhabdo at UH, 'fitness punishment' was listed in women's soccer handbook
https://t.co/HT8w6G2ran 😤😤😤this is so disgusting.. we are trying to fight through the #MeToo movement,while an obvious degenerate tortures women for pleasure in the soccer department 😤😩😢",F,N
1119516086859220000,"#ChiefJustice #RanjanGogoi forcefully dismisses sexual harassment charges against him by former Supreme Court employee . 

What about all the #MeToo allegations, cases of sexual abuse &amp; rape filed by several women acros India?  Wud they be dismissed too? 
 https://t.co/zRuTbJUXOI",M,F
1119518473846050000,"Tweets of #ChiefJusticeOfIndia with #MeToo is decimating the movement itself. In India you seem to be a staunch nationalist when you put false charges on #RanjanGogoi as proxy for national security of Rafale🙄.
Indeed Rafale is mr.modi's bofors,but it seems to be more than that.",M,N
1119520274955890000,"The #Meteomovement or #Metoo with many local and international options, is a movement against sexual harassment and sexual assault !!! 💕💕

#MeToo 
#abused 
#abusiverelationship 
#CJIISSTOO 
#CJIgogoi 
#RanjanGogoi 
#Supremecourt",M,F
1119521381144760000,"Why violence against women is a major public health problem worldwide: 
https://t.co/rIsjCyqjvB

It is also a violation of women´s human rights.
#feminism #metoo https://t.co/QaxOn9NIDt",F,F
1119534019018990000,Where are all our women activists who led from the front on #MeToo movement imported from the West or any other movement concerning women's rights?Is #SadhviPragya not a woman? Is her torture in custody by #Karkare something to gloat about? @navikakumar @tanvishukla @_sabanaqvi https://t.co/KLfu39Q32t,F,N
