"Everyone calls u btch, and u don't like it? Bitch like whaaat?! Who wouldnt be called bitch u wore like a whore waiting for someone to dig their dick so stfu barbie yo' nigga disagree!",A
@XnxxHotSex damm baby girl you got a nice pussy right there and be sites you pussy look morh bigger than my girl pussy,A
@reubing What I find amusing is the hysterical woman sitting next to @KamalaHarris!,A
@jalenramsey Lmfao shut the fuck up with your Brentwood Academy havin ass. Yall have one of the worst QBs in the league as far as TD/INT ratio go but you hate on every other quarterback.... Sit your pussy ass down and get swept by the Titans again.,A
@AnnCoulter @DonaldJTrumpJr Check out @JasonOverstreets Tweet: !!!! Hysterical Woman-1Scumbag Swamp Creature-ZIPPY,A
iF yOUr PuSSy sO gOoD wHY yOu NoT pREgNAnT because i killed it stfu hoe,A
@onnyssaaa well stfu then BITCH you coming to some yeen got NO BUSINESS being in. You need to mind the business that pays you hoe,A
@tgirlmiller @realDonaldTrump Are you just upset that nobody is grabbing your skank pussy since trumps election is over. Youre an ugly gross old hag and youre also a racist pig and I hope all your children are black,A
MUMMY... NO bitch youll call me DADDY as you choke on my big dick! Youll call me DADDY when I bend you over and strech that cunt wide & split you in two! DADDY knows best. @rtfucker @RT4D1 @RTmutt @BrokeRTPig @RTsubby @rtsucker @RTSlutt @RTFD_ @RTPork @RTPiggyy @RTxxlslave,A
There's a stupid woman on YouTube doing a spirit box saying the most horrendous insensitive things to the 'ghost' of Shan. The silly skank would be conversing with demons and she ain't got cross or nothing to counteract it. And I'm glad leave Shan alone.,A
"@suma_surendran Wooow nace pic,, is bien you pussy",A
"@LindseyGrahamSC @BarackObama @realDonaldTrump Yea, I dont think so asshole . I think your a pussy who has gone corrupt if you werent before , treasonous if you werent already . You were NEVER John McCain's friend . You were never a friend to America . Yo",A
@Sofiasweetiez @JAYDOUSE Bitch stfu ! Im just tired of you thinking you know me because of what that bum ass nigga tells you when he needs some pussy or a place to sleep,A
@chriss_patinos Fuck u bitch ass whore,A
Suck a dick and choke you bitch,A
@penate_eliseo @ayersmariahh So its ok for a man to put his hands on a women... stfu. We know how your bitch living. Smh,A
"THEN STOP SAYING IT CHRISTINA , fucking pussy stfu stop jocking her she dont be worried bout you you acting like flight",A
@sana_____0 Fuck this fat pig bastard woman you fucking cunt. Wish I could cut your tits so that you could feel the pain cunt!!,A
"@ida_skibenes I dont have Ovaries or a Vagina and I refuse to put women in jeopardy because they do... Pro-choice isnt pro -abortion, its womens right to choose... if you cant get pregnant from rape,STFU.",A
"Well then call me a sexist, which Im not. This is no doubt a hysterical woman protestor. BTW, there have been several hysterical male protesters but we havent seen news on them. Id say THAT is sexist my dear. Oh, sorry, my dear is sexist? Sorry dolly.",A
"@AnnCoulter Ann:Including Sen. Cory Booker as part of your ""Most Hysterical Woman""?? Come on now, you cn do better than that. This is so beneath your intellectual acumen and although I disagree with most of what you say, come up with something more origin",A
@supanovagirl LMAOO you pussy. What those emojis mean?!,A
@RealJamesWoods @BeauCards How about very Unintelligent hysterical woman. This women is mental case!,A
@SenKamalaHarris Its all about $$$$$$ dollar signs for those hysterical women,A
@DaddyDaddymac @_QueenofStaves @FLOTUS @FLOTUS You're a SKANK .....Leave our house and country. Take your corrupt parents with you. You're all cheap white trash!!!,A
"This hysterical woman is just completely brain dead. Come on CA, you can do better than this empty bag of skin.",A
"Love seeing how girls publicly compliment each other ""Oh wow. Stunnerz. Bae""And in the same breath send private texts to their friends saying the same person is an ""insta-whore / attention whore / D-craving attention seeking skank with dumb shoes""Hilarious#MoreThanTwoFaces",A
@AnnCoulter This is the Real HYSTERICAL WOMAN:,A
@reshmakutty1998 I need you pussy,A
Money can't buy you happiness but it can buy you pussy,A
@kaykaymaraj Lmao SKANK BITCH IM TELLIN MY MOMMA,A
@zazajaneXX Stay in the kitchen you whore,A
Ok like stfu HOE,A
You smoke too much stfu pussy,A
"Females-*you need to respect women more and stop calling us hoes*Lil pump-*you such a fucking hoe, I love it*Females- *that new Kanye and lil pump song is my shit*",A
"@JasonHalle No they don't get it. We're a bunch of ""hysterical women"" as they put it.",A
Why would u play with my pure heart u fucking hoe bitch?,A
@1800PetMeds Macchiato would love cooking in Home Ec class! She could stay in the kitchen and sample what she made :) #win #contest,A
Why Would You Do This To My Young Fairly Innocent Heart You Fucking Hoe Bitch.,A
@AnnCoulter You are pretty hysterical yourself.,A
Hating men is an important part of feminism why cant these men serving brats just shut the fuck up,A
@AnnCoulter @JamesWilarUpton Booker wins the award for putting the 'B' in the hysterical woman category,A
@kathygriffin Hey stupid her name is MELANIA! And old Ugly skank ass like you isnt good enough to shine her shoes,A
I never been with a girl as big as you pussy be beating hard on this dick bet Cool hopefully you can find a girl my size that would want to go down on ya,A
"@EmilyKnoxxxx YOU ALWAYS HAVE MY DICK. ONCE YOU START USING MINE AND YOU WILL NEVER FEEL YOU PUSSY IS EMPTY AND ONCE YOUR PUSSY STARTS TASTING MY DICK IT WILL NOT ACCEPT OTHER DICK, IT WILL DIE TO HAVE MINE ALL THE TIME. FUCK U BABY",A
"@rdag51509914 @OutlawsOW @DallasFuel Youre**** dumbass I give no fuck about you about your trashass wanna be Texas state team like I said til the beat outlaws in the battle of Texas eat my dick and shut the fuck up, pussy",A
"@DogginTrump The whore bitch spoke! STFU Melania, Melanie , whatever your name is",A
"Well at the risk of being called sexists, a hysterical woman or drama queens are appropo descriptions of these two!",A
@NiccoMontano @pokipokiabq Relinquish the belt you pussy,A
I usually dont hate people but I actually hate that bitch. You tried to be friends with me outside of work and then when I had a crisis you decided to be professional and use that against me. Thats the worst type of person. Fucking cunt will get hers though.,A
"Bitch you aint the only one who hate me, join the club, stand in the corner, and stfu.",A
@hickm_lauren I can suck on your titties and finger you pussy at the same time and make you squirt,A
@dumblefttweets @bryyelyy @tariqnasheed Stfu you pussy. Clearly the white guy was the fucking aggressor and laid hands on him first. Typical response from your kind,A
mfs never listen to why you feel how you feel but quick to blame you for it bitch you dont even know wtf was wrong jus stfu dumb ass hoe,A
#ThursdayThoughts Booker & Kamala competing for Most Hysterical Woman at the Kavanaugh hearings.Spartacus.,A
@KristinP22 @ChuckGrassley @GodlessNZ Lord have mercy. Hysterical women who cannot research their claims need to take a nap.,A
"@AnnCoulter @SandraTXAS ""Most Hysterical Woman"" Touche' Ann,couldn't agree more. 2020 candidacy is already here.",A
fucking cunt whore slut pussy bitch fuck you,A
bitch calm down you pussy when yo ppl ain't around,A
@MitchieDT Ahh I see your finally embracing your inner blond skank good for you mitche :),A
"@SECNetwork @ESPNMcGee @MartySmithESPN This is basically a family event like Thanksgiving when the men go to the living room TV to watch football after dinner, while the women stay in the kitchen to gossip",A
@dwmillerus @angiesd789 @SenateMajLdr Yes so obtuse every other country in the fucking world has one. Herp derp. We help fund border walls for other countries then deal with race shaming bullshit from dick lickers like you when we want to protect ourselve,A
first goes to bitch ass janelle. FUCK YOU MESSY MF ASS BITCH i literally was on a call with her and her dumb ass twisted my words and ran to tattle on me to ari. like it legit made her pussy wet to go and talk shit abt me so fuck u ill come beat ur ass thats why u stole a listers,A
"Let's find this entitled little skank and make her life hell for as long as it takes to teach her a lesson. Portland, Oregon, someone knows her.",A
"Im sorry, but this generation of females have no self respect. The internet shouldnt know when youre horny, wet, how good you pussy is & etc. & Yall wonder why these boys treat yall like hoes ! Praying for this generation",A
@STFU_Edward BITCH you shouldnt be putting it out there cunt nugget,A
Its because you are always a hysterical woman @SenKamalaHarris,A
"bitch if you dont shut the fuck up and stop acting like the us isnt responsible for the repressive and brutal society that became afghanistan - theres pics of my gma in miniskirts in the 70s in iran, another country destabilized and vilified to drive american profit",A
"@abitofbrittUS Those pics look like theyre from someone mocking the kind of people who would disrupt hearings. Like if SNL was fair and made fun of these people, the exaggerated version of a hysterical woman disrupting",A
Hilarious!! Shrieking hysterical women are annoying. Regardless of what point they are trying to get across. Just be an adult.,A
@SenKamalaHarris @SenKamalaHarris You're hystericalYou're hysterical You're hysterical You're hystericalYou're hystericalYou're hysterical You're hystericalYou're hystericalYou're hystericalYou're hystericalYou're hysterical You're hystericalYou're hyster,A
@SenGillibrand You have lost all sense of reality. You're one very HYSTERICAL woman .,A
And if anyone can recognize an hysterical woman its @AnnCoulter. She just has to look in the mirror.,A
nbs stfu hoe ik bout you,A
@MelissaAFrancis You sound stupid. Women like you should stay in the kitchen and be quiet. This isnt about the money Obama has but about a dumb president and @GOP that wont do their job.,A
"Sounds like @CoryBooker & @KamalaHarris are still competing for most hysterical woman at the hearings. #Pathetic #WeThePeople dont pay you to clutch pearls, or perform one act plays. Get your sh!t together. #ConfirmJudgeKavanaugh #ConfirmKavanaughNOW#WalkAway",A
"you ever just see a random woman on the street and want to choke slam her to the ground, pour gasoline in her cunt and light her on fire",A
"guy: ""i want a girl who's smart. but i also want a girl who is a total and complete slut whore.""me: ""how bout a smart slutwhore?""",A
"@SenKamalaHarris Not really. If anything, in your case it's being too kind.I would use 'a low IQ, hysterical woman of zero talent.'",A
@KatiePavlich They are the two most Hysterical women in the room,A
"ANN COULTER IS RIGHT. BOOKER/HARRIS R BEHAVING LIKE A COUPLE HYSTERICAL WOMEN, EACH TRYING TO OUTDO THE OTHER.",A
You call girls a hoe but youre a hoe too?? Lol stfu lame ass bitch,A
"No room for full explanation here but regarding the hysterical women at the Kavanaugh hearing, the word hysteria is from a Greek word meaning wandering and disconnected uterus. There you have it.",A
@SenKamalaHarris you are a hysterical woman,A
"Another fucking piece of a crap. You have gone too far in chasing mirages, Kashmiri women do not sleep around with RSS men, you fucking cunt, there is no sanity left in you now. You must have heard that phrase. 'Langoor Ke haath angoor' this shit is similar.",A
"@thehill The episode in which Ann Coulter mocks most hysterical woman as, literally, THE most hysterical woman.",A
@AnguloCrystal @Zanderjmurphy @juliabusch_ i dont give a fuck if you started the tweets or if katelyn did. either way you were talking shit to katelyn so i joined this shit bc shes my friend. thats what my point was so shut the fuck up youre a nasty bitch,A
"@FeministVoter She fucking called me a ""cracker bitch"", and you're going to attack me? Nice. Fucking cunt.",A
Bitch stfu,A
"@DDUB789 That bitch is giving me the fuck u I just filled ur glass....Simone is getting 24% instead of 25....thats right whore Im talking to YOU. Oh no, thank you just the bill it was good. (It really fucking wasnt)",A
Some little skank stamped on my ankle at 7 aside today and now Im walking funny. Got me right on the bone with his stud the little cunt,A
"You wouldn't know this @AnnCoulter but historically, hysterical women are the ones with spines",A
@macytweets2u Stfu bitch you don't like me get outta here punk hoe you just bored,A
"@atrupar Thanks MUCH for creating this hearing package. As you can see from my other tweets to you, I have a different take on it all (I agree with Coulter that Booker and Harris are competing for the Hysterical Woman Award) but I really appreciate the wo",A
"@AnnCoulter The Queen of Hysterical Women tweets bitterly, terrified of losing her crown.",A
"The future is femaleAverage 40yr old man: um women should stay in the kitchen,, ha clean my house hahahahaMe:",A
@CoryBooker Are you in a competition with @SenKamalaHarris to see who is the more hysterical woman at the #KavanaughConfirmation ?,A
Not enough thousands and thousands@ Angria to get you elected!!!! YOU LOST!!! Youre like Hilary Clinton..spoiled petulant and entitled...stfu,A
@artbychristinem @AnnCoulter Oh look another hysterical women,A
"@LoriCoutler @txdianemaga People in Eu & the US dont seem 2understand that the Muslim refugees coming from the Middle East r very poor, uneducated, &have no respect for women, children or animals.They do what was ok in their country ie rape women, childre",A
@ziadwaeladawy Now people want to attack eminem because hes older and they think hes garbage. People have the balls to talk shit now because they think revival is weak and whack but BOYY! Why didnt you pussy fucks respond back then? Scared to get bodied? ,A
@winstonred100 My little commie skank look at you!!! Im so proud,A
@Tilly4PaulB @realDonaldTrump Such a skank you have to play on this.Get a life lol,A
Ladies want a task for your to do list today? quit talkin to scared lil bitch ass dudes... Some of y'all need to respect yourself enough to tell them to figure shit out & either man up or stfu. Real women ain't got time for that shit! #realtalk -Cardi B,A
"@BenSasse @NicolleDWallace He really said this? He loves to blather empty platitudes in front of the camera. And the hysterical women comments? Empty suit. Not buying his Aw, Schucks persona. Right up there with Golly Jeez Gorsuch.",A
@BrandNewKer Wtf is that skank bitch Kate here?! I don't want her on my tv.,A
"@AnnCoulter @DonaldJTrumpJr You won the"" life time recipient for Hysterical Woman "" a long time ago.",A
"@winkfam @cookies1961 @FLOTUS Says the supporter of a woman..@HillaryClinton ....that literally protected & threw every woman under the bus that accused her President husband of rape, affairs, etc. Pleeeeeease, STFU, or educate yourself.",A
"@tamairaajohnson @Laquondanesia @victooooria09 bitch if only you really wanted all the smoke like yall said yall did. stfu dumb ass hoe, you done said bye 15!times but wanna claim you not retarded, BYE BITCH",A
@SocialPowerOne1 You know whats insane Dana!! Is how the NRA continues to get away with fucking murdering children in country! Why dont you shut the fuck up greedy skank !!,A
@TheOnlyBalenci Stfu nigga you a fake stealing peoples name for clout how do you feel goofy bitch... Go ahead and block me pussy you will have more comments coming,A
"@ccalii__ Facts! like bitch stfu & sit in the corner hoe. Catch a fit in the corner, facing the wall",A
@SunnyLeone @DanielWeber99 you fucking bitch! You don't know a fuck about acting. You're just a fucking whore who's used to getting fucked by random dudes you don't even know.,A
@Eljaboom I agree with you about Vanessa being a skank brah! Oh! Wait... Did I say that out loud??? Oppssss...,A
"not all men youre right, gomez addams would never do this",A
"fuck you hoe you ugly anyways I was just trynna see what that pum pum like Twanny said it make noises, skank ass hoe says the Nigga that had no chance",A
"@FoxNews @DouglasESchoen @CoryBooker @FoxNewsOpinion Hirono, Booker & Harris competing for 'Most Hysterical Woman' at the Kavanaugh hearings",A
@AnnCoulter What are you worried you are about to lose the crown for Most Hysterical Woman of the decade? Good for them. They are the only ones who are trying to save America while you keep making money off of her by using her. You are the BIGGEST BITCH!!,A
"@keansburgirl67 @collectdust Nah, the only worthless skank here is you. Good job outing yourself.",A
"@Fashir @jillciminillo I read fine, and likely better than you given my experience. She's an hysterical woman looking for attention and trying to make some sort of issue out of two things that have nothing to do with each other. It's a tennis match. Do yo",A
Aight goodnight whores except for the girl thats been on the tl bashing guys you a hoe stfu and boss up bitch,A
"Ann, actually glad @CoryBooker willing to give up seat to release confidential e-mailsThis will open up floodgates to release Tarmac Bill & Killary Clinton emails@AnnCoulter ""#CoryBooker & #KamalaHarris competing for Most Hysterical Woman at Kavanaugh hearings""#MAGA #qanon",A
@DanReynolds STFU BITCH! AND YOU GO MAKE SOME SATANIC MUSIC U ILLUMINATI WHORE!! Fuck you FUCK IMAGINE DRAGONS You cock sucking maggots,A
ugly skank bitch >:(,A
@AnnCoulter Simply put,A
Yo pussy the equivalent of a D list celebrity fuck u mean,A
Stfu you lie out the gate lol tf you except ! You want pussy out the gate !!,A
@peeezP says the bitch that won't stop saying it. stfu hoe,A
@DaddyDaddymac @FLOTUS Michelle Obama is a woman that every woman should aspire to be where Flotus is a skank that no one wants to be,A
@Gbaby_5 @collinscody01 @mandaxxbaby @AnoopJo64686365 @savagedewd @YoooooAdrienne Suck these big balls instead you pussy. I would fight you anywhere anyway if you have the balls to step in. Come to Singapore we can sparr there kid.,A
@GOPChairwoman @TWIGGY4065 I know. Booker and Kamala Harris were vying for most hysterical woman at the hearing but were drowned out by the paid harpies being arrested.,A
"Stfu, theres a million people without dads, youre rich bitch, get over it",A
WERE CUMMING FOR YOU SKANK @teerex__,A
@sksnky @Schmidt4Donnie @HillaryClinton @dawnresist The filthy skank lost. Time for you loser's to grow up. No one likes whiny little bitchs.,A
I'm not sure who is the most hysterical woman at the #KavanaughHearings: Kamala Harris or Cory Booker.,A
if you got an attitude...I'm gonna just choke you & devour your pussy,A
more worried about your skank ass girlfriend than your own kids i see your true priorities,A
stfu bitch,A
Bitch stole my tips so I stole hers right back. Fucking cunt.I hate serving.,A
@Preditard @brittanyadeline Stfu you two foot pussy bitch,A
"@KendallJenner ""whatever makes them happy"" really bitch? you are not good friend, you are mother fucking cunt @haileybaldwin @justinbieber",A
"@sheslulu ""your mom has hair on her pussy so you need to stfu"" LMFAO",A
"@ajamubaraka Never mind the contempt that the DNC has for its base, giving the nomination to Hillary instead of Bernie, and the contempt Hillary has for the masses calling them ""deplorable"" and claiming women are stupid and voted how their husbands told t",A
"@AnnCoulter But if the shoe was on the other foot, we'd know who would be the most hysterical woman in the room.",A
"@DIRTYDA11283731 dats right bitch ass fag cunt slut dumb fucken bitch, shut the fuck up next time",A
"Ill rape women but Ill respect cow, Jay hind",A
Im at my friends crib in east orange right and her windows wide open- all I hear is YOU PUSSY BITCH SUCK MY DICK THATS WHY I FUCKED YOUR COUSIN my nigga,A
@_toriiclarkee Too bad you have to be a skank in order to stay relevant,A
"@PetiteNicoco Lmao stereotypical feminists & stereotypical hysterical women. What a win win keep it up, ladies. Youre doing great.",A
@HillaryClinton shut the fuck up you treasonous bitch of a whore hurry up and die already,A
REGINA GEORGE IS THE NASTIEST SKANK BITCH I HAVE EVER MET. DO NOT TRUST HER. SHE IS A FUGLY SLUT.,A
You fucking bitch hoe,A
@likeablade Stop lying u skank bitch but white like u,A
Stfu pussy,A
"niggas want you to ride the dick, choke and die for 30 seconds on the dick, juggle on it, gargle their balls like mouthwash, and control you vaginal walls like youre squeezing a stress ball all for them to give you no type of orgasm. goodnight!",A
shut the fuck up bitch dont speak on my country or my people,A
"Look, lady who needs a therapistI know you love when men choke and slap the shit out of you till you cum but not all of us like that. Go put some aloe on that banged up ass of yours and stay off my TL, darlin.",A
@JRubinBlogger @SenFeinstein I wonder what's in the emails of the skank Democrats in Congress. You have some nerve after your candidate Hillary Clinton did what she did.,A
"Both are dopes, who cares who wins the ""Most Hysterical Women"" award? Give it both they both worked hard for it and they both deserve it.",A
Nicki album bomb af I swear yall niggas really just dont like women sound like hatin bitch go put on a skirt and stfu,A
Train to Become a #feminized 2-Hole Whore like @faptumi: #feminization #Feminizer #trap #traps #crossdresser #femboy #trans #dildo #mtf #futanari #blowjob #cocksucker # # # # #,A
"@AnnCoulter Ann, I thought Most Hysterical Woman was engraved on the participation trophy they gave you at the GOP convention. Bless your heart.",A
@dongsass Not all men youre right Doyoung wouldnt treat me like this !!!!,A
niggas be in they 20s dating bitches that aint even old enough to drive talm bout why are women so complicated? bitch you dating a toddler stfu.,A
"Wow, Stupid is as Stupidity does These stupid women are stupid Yet, if they are doing this for Trump I hope he is paying them $15,000 per month to talk,rape and act a fool for him @DiamondandSilk IdIots, Yea you two",A
"@lisastark351 @budyluvv Shes the kind of skank you dont want to see when the lights come on at closing time ,along with Melania and Ivanka Russian skanks",A
@StormyDaniels Going to take a lot more than a skank like you! #wearethestorm,A
Nah yall stay in the kitchen and make bariis and baasto,A
Youre such an ugly fucking bitch and I take back no words I said to you and I wish I slapped you when you were stood infront of me blahing your eyes out you pussy bitch,A
"@AnnCoulter Said the flack parroting talking pointsYou wouldnt know courage of convictions or risking your career if you tripped over them and landed right on top of themBtw, hysterical woman is a wonderful, sexist insult. Couldnt resist, huh?",A
@mahohiyajo it means skank bastard u dumb bitch,A
"@SenKamalaHarris @maddow Is there a more stupid person in congress than dipshit Harris? This woman fd Willie Brown, thats gross. Total skank with the intelligence of a pollywog.",A
"Cory Booker and Kamala Harris competing for Most Hysterical Woman at the Kavanaugh hearings, Coulter hilariously tweeted.And yes, liberals immediately got triggered on Twitter, saying her joke was offensive. To them we say, suck it up, snowflakes.",A
@AnnCoulter @DonaldJTrumpJr And you should know about being a hysterical woman.,A
Woke up angry bc 2 years ago a groomsman &I were supposed to walk into the reception doing the Bernie but this cunt of a bridesmaid insisted that they were gonna do it so we quickly made something up while in line to go and then this fucking bitch walks in & DOESNT FUCKING DO IT,A
@AnnCoulter You are the most hysterical woman not there,A
i just had the rudest fucking bitch cunt on the phone to me at work and i want to push her off a cliff n jump on her ribs . Ent phased,A
"@AnnCoulter Youre asking about the Most Hysterical Woman?Between you and Donald Trump, I now definitively know the definition of Projection.",A
"Lol you're probably tweeting, ""it's so hard to move on"" with a dick in your pussy so shut the fuck up fake hoe.",A
@CliffShep @MiaFarrow @realDonaldTrump Shut the fuck up cunt if you actually like Donald trump than you can suck a dick. He is terrible and you are blinded just because of his MONEY!! people dont like cunts bitch,A
@MichelleRempel did you fight for women? Ever???? Did you fight against the AESO in our recession? Did you acknowledge sustainability in the context of our energy industry? Ever??? Shut your stupid fucking cunt mouth.,A
@artbychristinem @AnnCoulter Hysterical woman does in both cases. I don't think Booker would mind given his proclivity for deliberate histrionics.,A
@CurlyManJay @Medd1k stfu bitch nigga who told u to talk hoe,A
